fetched_at_utc,input_lat,input_lon,input_station_name,aqi,station_id,station_name,dominant_pollutant,pm25,pm10,o3,no2,so2,co,t,h,w,time_station,error
2026-03-19 09:00:00,25.908268,86.72532,,118,13801,"Police Line, Saharsa, India",pm25,117.5,86.6,4.1,2.8,7.3,10.3,28.2,83.7,0.46,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.955223,77.735563,,154,11963,"Jai Bhim Nagar, Meerut, India",pm25,154.3,68.8,4.7,13.5,3.6,7.7,26.2,82.5,1.04,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.633667,77.369259,,203,11865,"Sector - 62, Noida, India",pm25,202.6,99.3,7.0,3.5,,3.8,16.9,92.7,3.67,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.75153,77.288,,239,12452,"Loni, Ghaziabad, India",pm25,239.2,105.2,2.1,10.3,6.2,10.9,31.7,80.0,3.16,2026-03-19 14:30:00,
2026-03-19 09:00:00,10.966116,76.96363,,96,11847,"SIDCO Kurichi, Coimbatore, India",pm25,96.4,39.6,8.8,0.9,10.2,7.1,23.3,51.1,0.22,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.631302,88.350583,,97,12450,"Belur Math, Howrah, India",pm25,96.8,48.8,5.0,32.5,5.9,4.9,24.8,92.7,0.64,2026-03-19 14:30:00,
2026-03-19 09:00:00,18.95389,72.839337,,56,13709,"Mazgaon, Mumbai, India",pm25,56.4,37.5,6.3,44.7,4.7,3.6,25.1,66.2,0.09,2026-03-19 14:30:00,
2026-03-19 09:00:00,19.103355,72.838922,,28,12455,"Vile Parle West, Mumbai, India",so2,642.3,1283.3,,5.1,28.2,5.1,25.1,71.2,0.72,2026-03-19 14:30:00,
2026-03-19 09:00:00,19.099516,72.876032,,99,12454,"Kurla, Mumbai, India",pm25,99.3,63.9,13.1,2.5,11.5,2.3,25.0,99.0,44.42,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.496269,88.367531,,71,12458,"Jadavpur, Kolkata, India",pm25,71.1,30.3,4.5,8.0,2.4,6.6,25.2,90.5,0.19,2026-03-19 14:30:00,
2026-03-19 09:00:00,19.116218,72.91117,,72,12459,"Powai, Mumbai, India",pm25,71.9,39.1,4.0,3.5,5.2,,24.9,67.8,1.19,2026-03-19 14:30:00,
2026-03-19 09:00:00,19.112675,73.009176,,91,12461,"Mahape, Navi Mumbai, India",pm25,90.8,69.6,5.2,36.3,11.0,,25.0,70.6,0.62,2026-03-19 14:30:00,
2026-03-19 09:00:00,18.913541,72.816588,,86,11962,"Colaba, Mumbai, India",pm25,86.0,43.7,,12.0,9.6,14.8,25.0,70.9,0.72,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.456924,77.500183,,125,11278,"Knowledge Park - III, Greater Noida, India",pm25,125.1,66.9,1.0,45.2,1.4,10.0,41.7,81.2,0.83,2026-03-19 14:30:00,
2026-03-19 09:00:00,27.229468,77.495924,,67,13689,"Omex Eternity, Vrindavan, India",pm25,66.7,45.8,7.8,11.7,8.5,3.9,29.9,96.1,1.6,2026-03-19 14:30:00,
2026-03-19 09:00:00,12.957915,77.543254,,66,11312,"Bapuji Nagar, Bengaluru, India",pm25,66.1,66.2,11.9,5.5,10.4,5.5,21.1,60.7,0.29,2026-03-19 14:30:00,
2026-03-19 09:00:00,12.971187,77.604675,,120,11270,"Hombegowda Nagar, Bengaluru, India",pm25,120.5,57.3,19.0,10.6,3.2,3.5,29.3,65.4,0.23,2026-03-19 14:30:00,
2026-03-19 09:00:00,13.352219,77.72517,,128,11316,"Chikkaballapur Rural, Chikkaballapur, India",pm25,128.3,40.1,7.3,9.0,4.6,4.1,22.9,86.9,0.29,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.79966,77.0328847,,179,11267,"Pooth Khurd, Bawana, Delhi, Delhi, India",pm25,178.6,126.5,2.2,2.4,1.5,7.5,20.3,90.4,0.55,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.6819261,77.0308105,,197,10708,"Mundka, Delhi, Delhi, India",pm25,197.1,101.9,2.3,37.9,11.6,5.6,20.6,88.9,1.61,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.5396291,77.2000301,,215,10707,"Sri Auribindo Marg, Delhi, Delhi, India",pm25,215.3,129.9,4.4,14.9,4.0,6.5,19.4,92.8,2.02,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.63629965,77.15764441,,148,10124,"Pusa, Delhi, Delhi, India",pm25,148.1,82.1,11.1,26.1,9.0,0.1,21.1,71.1,2.64,2026-03-19 14:30:00,
2026-03-19 09:00:00,18.2720529,83.9056074,,161,12443,"GVM Corporation, Visakhapatnam, India",pm10,146.3,160.7,2.8,46.3,13.9,4.7,29.7,66.4,1.41,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.122593,85.390553,,196,13704,"Buddha Colony, Muzaffarpur, India",pm25,196.5,65.0,8.6,10.2,4.5,5.7,23.5,94.9,0.94,2026-03-19 14:30:00,
2026-03-19 09:00:00,13.012008,77.655502,,131,11428,"Hebbal, Bengaluru, India",pm25,130.8,63.3,4.7,24.7,5.8,6.1,26.9,99.0,0.08,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.514887,78.506812,,102,14149,"Kompally Municipal Office, Hyderabad, India",pm25,102.2,72.4,12.9,6.9,2.4,8.3,21.0,85.9,0.79,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.534818,78.264553,,74,11305,"ICRISAT Patancheru, Hyderabad, India",pm25,74.3,44.6,10.6,2.3,6.2,8.9,30.2,75.8,0.19,2026-03-19 14:30:00,
2026-03-19 09:00:00,30.716806,76.835332,,8,8680,"Sector 6 Panchkula, Panchkula, India",so2,1274.2,,1.0,12.3,7.5,2.6,16.0,89.4,0.39,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.351921,78.401592,,47,8677,"Zoo Park, Bahadurpura West, Hyderabad, India",pm25,47.2,30.8,11.9,3.2,1.1,3.3,31.6,80.5,0.43,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.075788,80.90176,,102,11287,"Bandhavgar Colony, Satna, India",pm25,102.5,68.0,,4.9,9.4,3.3,23.8,46.2,0.48,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.32773,82.995959,,81,13690,"Maldahiya, Varanasi, India",pm25,80.8,43.6,2.2,1.3,14.0,5.8,24.9,55.3,0.55,2026-03-19 14:30:00,
2026-03-19 09:00:00,21.755257,86.775116,,78,8683,"Haldia, Haldia, India",pm25,78.3,63.8,11.6,16.8,7.2,11.3,24.5,83.3,0.24,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.377136,78.498031,,66,14135,"New Malakpet, Hyderabad, India",pm25,66.2,72.3,5.9,5.8,7.1,5.7,22.8,80.6,0.03,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.456811,78.441839,,92,8182,"Sanathnagar, Hyderabad, India",pm25,92.2,,8.7,7.7,4.0,9.1,21.5,60.5,0.65,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.6466157,77.3155317,,171,2553,"Anand Vihar, Delhi, Delhi, India",pm25,171.2,92.2,9.8,14.6,3.6,0.1,23.6,89.2,0.59,2026-03-19 14:30:00,
2026-03-19 09:00:00,19.311501,72.858885,,111,12460,"Borivali East, Mumbai, India",pm25,110.7,76.8,4.2,12.8,,17.3,24.6,72.9,0.65,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.012369,72.561743,,208,8192,"Maninagar, Ahmedabad, India",pm25,207.7,147.5,18.9,36.5,37.7,8.1,19.7,78.3,0.17,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.544815,88.342764,,81,9068,"Victoria, Kolkata, India",pm25,81.4,52.6,9.0,11.8,8.6,5.5,24.9,96.4,2.16,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.7973118,77.138667,,211,11266,"Alipur, Delhi, Delhi, India",pm25,211.4,108.2,3.5,8.3,4.5,3.7,19.9,86.0,2.0,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.8464766,77.0856631,,174,10706,"Narela, Delhi, Delhi, India",pm25,174.1,99.7,4.3,3.3,4.4,5.3,21.5,90.0,0.91,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.5273409,77.2794327,,191,10116,"DITE Okhla, Delhi, Delhi, India",pm25,191.0,87.2,5.1,23.1,9.1,25.1,18.8,91.7,0.51,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.5685108,77.2513847,,190,10112,"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",pm25,190.2,84.8,6.1,12.1,6.7,24.9,14.3,82.1,0.64,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.7162092,77.1170743,,215,10117,"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",pm25,215.0,129.5,3.8,7.6,2.9,6.4,21.0,88.4,0.52,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.6115923,77.2905644,,144,10704,"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",pm25,143.5,85.2,1.5,18.7,5.5,15.3,20.3,91.7,2.69,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.7199257,77.2481823,,218,10121,"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",pm25,217.6,103.7,4.0,9.4,3.8,8.2,18.4,97.0,1.28,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.686014,77.432251,,783,11899,"Sanjay Nagar, Ghaziabad, India",pm25,782.8,94.0,2.6,20.5,7.0,5.1,28.4,73.6,1.31,2026-03-19 14:30:00,
2026-03-19 09:00:00,30.742172,76.202811,,83,11309,"Kalal Majra, Khanna, India",pm25,82.6,35.8,9.5,12.2,3.4,10.2,24.5,96.0,0.67,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.395105,77.065276,,226,12816,"Sector-51, Gurugram, India",pm25,225.5,121.4,5.9,4.6,3.6,3.7,17.1,100.0,0.69,2026-03-19 14:30:00,
2026-03-19 09:00:00,30.203453,74.947624,,16,11269,"Hardev Nagar, Bathinda, India",co,15.9,2.2,,20.5,3.4,16.3,32.9,70.5,1.78,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.377372,77.309472,,184,12813,"Sector 11, Faridabad, India",pm25,183.8,139.5,7.3,13.9,1.4,8.4,17.1,99.9,0.51,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.542916,77.310111,,188,11863,"Sector - 125, Noida, India",pm25,187.7,110.9,5.6,10.5,5.9,13.7,28.7,95.2,1.58,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.392773,78.33707,,84,14127,"Kokapet, Hyderabad, India",pm25,84.3,57.7,9.2,6.1,6.5,6.0,27.5,91.0,1.67,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.430007,78.456718,,54,14125,"Somajiguda, Hyderabad, India",pm25,54.1,60.5,5.8,7.9,8.4,6.2,20.7,60.1,2.32,2026-03-19 14:30:00,
2026-03-19 09:00:00,17.451393,78.534086,,106,14156,"ECIL Kapra, Hyderabad, India",pm25,105.5,66.2,2.7,14.0,1.2,5.1,21.2,69.8,0.35,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.369908,79.428483,,69,14133,"Civil Lines, Bareilly, India",pm25,69.3,40.9,8.3,1.1,26.6,8.4,19.0,81.3,0.19,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.955026,88.043863,,121,9148,"Sidhu Kanhu Indoor Stadium, Durgapur, India",pm25,120.6,69.9,1.0,9.7,12.7,9.9,23.2,81.8,0.16,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.507222,88.345494,,78,12467,"Rabindra Sarobar, Kolkata, India",pm25,77.5,33.9,4.8,23.1,3.5,3.1,-0.5,98.9,0.28,2026-03-19 14:30:00,
2026-03-19 09:00:00,30.722933,76.768612,,90,13741,"Sector 22, Chandigarh, India",pm25,90.4,31.9,9.2,2.4,3.7,16.6,29.9,92.6,0.2,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.59126,88.390964,,61,12745,"Bidhannagar, Kolkata, India",pm25,61.1,48.1,7.6,4.5,5.0,1.2,24.2,97.4,0.39,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.5760446,91.8825282,,140,14136,"JN Stadium, Shillong, India",pm25,139.5,18.0,0.4,6.0,12.9,3.5,20.3,66.2,1.53,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.531585,88.365829,,89,12746,"Ballygunge, Kolkata, India",pm25,89.4,49.8,5.6,6.5,2.1,4.5,25.1,98.8,0.67,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.263173,72.694441,,65,13731,"IIPHG Lekawada, Gandhinagar, India",pm25,65.0,50.7,1.0,4.5,1.7,1.3,20.2,97.8,0.23,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.16290525,72.68869497,,62,13732,"GIFT City, Gandhinagar, India",pm25,61.6,46.2,0.1,10.4,2.5,14.0,19.6,98.7,0.19,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.072659,72.610542,,40,13745,"SVPI Airport Hansol, Ahmedabad, India",pm25,40.3,40.0,2.5,13.5,1.1,7.8,20.1,91.5,0.08,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.021813,72.6220922,,112,13748,"Rakhial, Ahmedabad, India",pm25,111.7,75.4,0.2,44.3,37.2,13.6,19.2,85.0,0.06,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.1100643,72.5811205,,40,13750,"Chandkheda, Ahmedabad, India",pm10,14.8,39.8,0.4,8.1,1.7,13.4,19.8,98.1,0.06,2026-03-19 14:30:00,
2026-03-19 09:00:00,24.75063,81.6587,,168,13699,"Nagar Nigam, Prayagraj, India",pm25,168.3,82.3,5.3,2.7,25.4,9.4,33.6,75.7,1.02,2026-03-19 14:30:00,
2026-03-19 09:00:00,24.225992,83.005798,,212,11315,"Vindhyachal STPS, Singrauli, India",pm25,211.5,114.4,3.9,58.8,18.3,6.5,27.2,50.1,0.26,2026-03-19 14:30:00,
2026-03-19 09:00:00,27.189062,78.010888,,183,8186,"Sanjay Palace, Agra, India",pm25,183.0,42.8,6.7,4.3,7.8,,28.4,76.9,0.47,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.170481,77.42056,,44,14695,"Paryavaran Parisar, Bhopal, India",pm25,44.2,42.2,24.9,9.5,12.2,5.5,19.3,68.1,1.09,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.266872,82.993827,,73,13691,"IESD Banaras Hindu University, Varanasi, India",pm10,33.3,72.6,0.3,0.9,15.5,1.0,25.6,49.2,1.26,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.730453,83.434726,,200,13730,"Madan Mohan Malaviya University of Technology, Gorakhpur, India",pm25,200.4,107.2,2.2,5.7,21.3,0.9,21.8,79.2,1.74,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.506522,80.251938,,170,13725,"NSI Kalyanpur, Kanpur, India",pm25,170.2,77.6,6.7,14.1,5.1,11.7,22.0,85.9,1.87,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.757417,84.63328,,150,13716,"Gandak Colony, Motihari, India",pm25,149.8,72.8,1.4,3.3,1.3,7.8,30.1,90.8,1.45,2026-03-19 14:30:00,
2026-03-19 09:00:00,27.096763,78.341763,,83,13734,"Nagla Bhau, Firozabad, India",pm25,83.4,59.9,3.6,8.1,8.8,4.1,34.5,87.7,0.87,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.621856,85.097179,,168,12742,"Samanpura, Patna, India",pm25,167.6,104.1,3.2,21.3,2.2,18.4,22.8,93.4,0.98,2026-03-19 14:30:00,
2026-03-19 09:00:00,27.088448,78.014354,,237,13873,"Rohta, Agra, India",pm25,236.7,74.1,7.9,6.8,5.4,4.2,33.8,88.0,4.02,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.416145,87.112239,,139,13804,"Mariam Nagar, Purnia, India",pm25,139.2,58.2,11.4,2.5,8.1,12.8,32.7,89.0,4.03,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.210445,78.203788,,143,12817,"City Center, Gwalior, India",pm25,142.9,67.7,12.8,21.3,7.7,7.2,21.2,77.6,1.62,2026-03-19 14:30:00,
2026-03-19 09:00:00,8.559286,76.8841507,,76,12824,"Kariavattom, Thiruvananthapuram, India",pm25,76.2,56.5,15.7,2.4,1.8,15.0,27.1,88.8,1.51,2026-03-19 14:30:00,
2026-03-19 09:00:00,8.8872399,76.5908768,,109,12891,"Polayathode, Kollam, India",pm25,108.6,65.8,16.9,3.7,1.1,2.9,27.1,99.0,1.69,2026-03-19 14:30:00,
2026-03-19 09:00:00,24.756252,84.979142,,115,12815,"SFTI Kusdihra, Gaya, India",pm25,115.1,64.9,7.6,10.8,3.4,4.8,20.3,57.8,0.18,2026-03-19 14:30:00,
2026-03-19 09:00:00,12.418882,75.732377,,108,13719,"Stuart Hill, Madikeri, India",pm25,108.4,41.2,1.3,,3.6,2.7,23.5,92.6,0.39,2026-03-19 14:30:00,
2026-03-19 09:00:00,12.877853,74.850246,,102,13718,"Kadri, Mangalore, India",pm25,101.5,63.9,23.2,4.5,,,23.8,85.9,1.52,2026-03-19 14:30:00,
2026-03-19 09:00:00,27.104351,93.695268,,112,13802,"Naharlagun, Naharlagun, India",pm25,112.3,54.5,2.6,3.2,4.6,2.4,18.0,95.8,0.28,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.7433532,92.7382756,,74,12809,"Sikulpuikawn, Aizawl, India",pm25,74.0,49.8,3.3,0.5,7.1,0.7,19.1,75.8,1.45,2026-03-19 14:30:00,
2026-03-19 09:00:00,13.40765,80.10879,,173,13807,"Anthoni Pillai Nagar, Gummidipoondi, India",pm25,172.7,92.9,,8.3,7.8,,28.5,78.5,1.17,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.622046,85.126717,,182,8674,"IGSC Planetarium Complex, Patna, India",pm25,181.7,,24.1,0.9,8.1,6.4,38.3,81.4,0.81,2026-03-19 14:30:00,
2026-03-19 09:00:00,32.110199,76.536747,,97,11310,"Ratanpura, Rupnagar, India",pm25,97.2,56.0,,0.6,8.1,10.9,17.2,97.1,2.91,2026-03-19 14:30:00,
2026-03-19 09:00:00,24.935398,76.36967,,187,11285,"Shrinath Puram, Kota, India",pm25,187.4,89.4,8.1,4.5,3.5,3.6,18.1,82.0,0.99,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.259728,74.270355,,153,11311,"Civil Lines, Ajmer, India",pm25,153.1,97.3,2.7,12.9,7.0,6.6,21.1,97.8,0.47,2026-03-19 14:30:00,
2026-03-19 09:00:00,29.053559,77.711551,,109,12430,"Pallavpuram Phase 2, Meerut, India",pm25,108.7,70.7,5.3,15.5,6.0,9.2,29.0,88.5,0.47,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.981529,77.717985,,114,12432,"Ganga Nagar, Meerut, India",pm25,114.0,51.9,4.8,39.8,9.4,10.1,27.1,93.9,1.09,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.54117,85.0235,,175,12888,"DRM Office Danapur, Patna, India",pm25,174.7,86.6,14.4,19.2,2.9,10.1,22.5,89.1,0.66,2026-03-19 14:30:00,
2026-03-19 09:00:00,25.619273,85.10641,,200,12743,"Rajbansi Nagar, Patna, India",pm25,199.5,100.3,15.1,3.5,3.3,3.7,23.1,92.4,1.11,2026-03-19 14:30:00,
2026-03-19 09:00:00,14.586388,76.665051,,161,14148,"Gulzarpet, Anantapur, India",pm25,161.1,63.1,12.0,7.8,4.8,7.3,23.4,77.3,0.06,2026-03-19 14:30:00,
2026-03-19 09:00:00,26.107334,91.583266,,60,13729,"Pan Bazaar, Guwahati, India",pm25,60.5,20.0,5.0,0.2,3.4,4.2,20.1,93.5,0.88,2026-03-19 14:30:00,
2026-03-19 09:00:00,12.317074,76.638276,,52,12439,"Hebbal 1st Stage, Mysuru, India",pm25,51.8,44.5,1.5,8.9,1.2,1.8,26.4,99.9,0.03,2026-03-19 14:30:00,
2026-03-19 09:00:00,23.204794,74.402447,,88,11860,"Shasthri Nagar, Ratlam, India",pm25,88.5,74.3,,8.2,23.0,,32.2,43.0,0.93,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.190171,75.389875,,179,11846,"Shastri Nagar, Narnaul, India",pm25,179.0,83.5,2.7,26.3,3.0,5.4,15.9,30.8,4.81,2026-03-19 14:30:00,
2026-03-19 09:00:00,20.270555,73.010617,,197,12448,"Phase-1 GIDC, Vapi, India",pm25,196.6,98.3,7.1,5.5,8.7,,22.4,,0.15,2026-03-19 14:30:00,
2026-03-19 09:00:00,24.7545772,93.92788825,,116,13724,"PWD Juction, Kohima, India",pm25,115.5,57.7,0.5,1.7,8.3,1.5,17.5,52.7,0.52,2026-03-19 14:30:00,
2026-03-19 09:00:00,30.327552,78.035881,,77,14698,"Doon University, Dehradun, India",pm25,76.9,17.1,3.9,0.1,0.7,0.7,15.7,99.8,0.24,2026-03-19 14:30:00,
2026-03-19 09:00:00,21.824072,84.154534,,140,11427,"GM Office, Brajrajnagar, India",pm25,140.2,94.3,20.4,2.2,9.9,11.9,28.7,70.2,0.06,2026-03-19 14:30:00,
2026-03-19 09:00:00,22.52805,82.55808,,156,13742,"Mangala, Bilaspur, India",pm25,155.7,80.9,,12.4,10.4,8.8,20.8,53.5,0.09,2026-03-19 14:30:00,
2026-03-19 09:00:00,28.7301654,77.1679057,,258,10113,"ITI Jahangirpuri, Delhi, Delhi, India",pm25,258.1,135.8,5.4,12.7,18.5,5.6,19.6,93.4,1.56,2026-03-19 14:30:00,
2026-03-19 10:00:00,28.6109477,77.03845634,,189,10119,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",pm25,189.1,112.8,7.0,10.6,6.5,8.4,19.6,90.0,0.31,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.6281909,77.2410437,,164,3715,"ITO, Delhi, Delhi, India",pm25,163.6,71.9,10.0,12.0,14.4,0.1,17.1,93.9,4.15,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.75081525,77.11627652,,171,9290,"DTU, Delhi, Delhi, India",pm25,170.7,68.4,8.8,19.9,9.9,0.1,16.9,95.7,0.91,2026-03-19 15:30:00,
2026-03-19 10:00:00,18.388855,81.683361,,49,11303,"Anand Kala Kshetram, Rajamahendravaram, India",pm25,49.3,28.1,4.1,11.8,5.0,2.6,29.4,67.3,1.74,2026-03-19 15:30:00,
2026-03-19 10:00:00,27.550006,76.611703,,159,11866,"Moti Doongri, Alwar, India",pm25,158.7,82.3,4.1,17.7,8.7,1.1,22.0,37.8,1.04,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.202045,76.817954,,177,12446,"Municipal Corporation Office, Dharuhera, India",pm25,176.8,88.7,11.8,15.2,2.7,3.6,16.6,95.9,,2026-03-19 15:30:00,
2026-03-19 10:00:00,22.687581,79.370366,,61,12427,"Marhatal, Jabalpur, India",pm25,60.8,31.7,12.3,10.0,4.0,7.1,26.9,82.0,0.76,2026-03-19 15:30:00,
2026-03-19 10:00:00,21.862938,70.909236,,74,13747,"SAC ISRO Bopal, Ahmedabad, India",pm25,74.3,39.6,0.1,6.9,1.8,4.6,16.8,99.6,0.06,2026-03-19 15:30:00,
2026-03-19 10:00:00,22.703568,88.536384,,60,9145,"Rabindra Bharati University, Kolkata, India",pm25,59.8,38.2,10.7,14.4,3.6,4.5,25.3,88.0,0.53,2026-03-19 15:30:00,
2026-03-19 10:00:00,26.894094,75.79277,,75,11291,"Police Commissionerate, Jaipur, India",pm25,75.3,40.3,8.9,46.7,8.4,10.9,16.4,28.9,0.52,2026-03-19 15:30:00,
2026-03-19 10:00:00,24.576885,73.709683,,133,11289,"Indira Colony Vistar, Pali, India",pm25,133.0,48.9,4.5,7.6,4.0,2.6,21.0,94.2,1.28,2026-03-19 15:30:00,
2026-03-19 10:00:00,24.8052378,85.0287384,,199,13808,"Kareemganj, Gaya, India",pm10,158.2,199.0,6.5,4.8,18.5,0.8,30.2,64.9,1.6,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.702714,77.193991,,184,10115,"Satyawati College, Delhi, Delhi, India",pm25,183.9,123.9,4.8,10.3,8.7,6.5,20.1,91.5,0.61,2026-03-19 15:30:00,
2026-03-19 10:00:00,31.230175,75.762694,,71,11299,"Civil Line, Jalandhar, India",pm25,71.0,45.2,10.6,11.7,7.0,9.6,15.2,93.2,1.47,2026-03-19 15:30:00,
2026-03-19 10:00:00,15.33663,75.125215,,70,12810,"Vidayagiri, Bagalkot, India",pm25,70.1,43.8,4.3,4.3,3.2,2.2,30.0,99.4,0.75,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.893438,76.608948,,142,12447,"Arya Nagar, Bahadurgarh, India",pm25,142.1,,5.9,4.2,3.2,7.7,0.1,,2.2,2026-03-19 15:30:00,
2026-03-19 10:00:00,27.439746,75.695806,,125,11304,"Shastri Nagar, Jaipur, India",pm25,125.2,61.3,9.3,14.5,7.4,4.5,17.0,97.4,1.04,2026-03-19 15:30:00,
2026-03-19 10:00:00,25.46445,80.34791,,111,13727,"FTI Kidwai Nagar, Kanpur, India",pm25,110.8,54.1,5.0,9.2,9.3,6.8,21.9,77.6,0.82,2026-03-19 15:30:00,
2026-03-19 10:00:00,12.9151772,77.6102821,,101,11293,"Silk Board, Bengaluru, India",pm25,101.1,72.2,7.0,8.2,1.1,3.1,27.4,54.8,0.43,2026-03-19 15:30:00,
2026-03-19 10:00:00,13.0330515,77.5332233,,56,8687,"SaneguravaHalli, Bangalore, India",pm10,,56.3,,2.5,2.7,3.7,19.2,60.3,0.2,2026-03-19 15:30:00,
2026-03-19 10:00:00,28.9695395,79.3797979,,43,14132,"Rajendra Nagar, Bareilly, India",pm25,43.3,22.4,4.4,3.7,13.8,4.8,18.9,87.2,0.76,2026-03-19 15:30:00,
2026-03-19 10:00:00,19.838964,75.246586,,55,9146,"More Chowk, Waluj, Aurangabad, India",pm25,55.0,22.7,4.4,8.0,4.9,5.0,16.6,100.0,0.61,2026-03-19 15:30:00,
2026-03-19 10:00:00,30.85077,75.706631,,88,11272,"Punjab Agricultural University, Ludhiana, India",pm25,87.8,53.0,13.0,15.6,9.6,12.4,21.5,98.6,0.35,2026-03-19 15:30:00,
2026-03-19 10:00:00,22.806013,86.193541,,114,11271,"Asansol Court Area, Asansol, India",pm25,114.0,60.6,5.4,9.3,12.8,9.7,23.3,63.2,0.83,2026-03-19 15:30:00,
2026-03-19 10:00:00,31.622369,74.87966,,70,11321,"Golden Temple, Amritsar, India",pm25,70.4,43.9,17.5,56.8,7.9,6.6,23.3,67.0,0.67,2026-03-19 15:30:00,
2026-03-19 10:00:00,26.7908341,80.8701804,,136,8188,"Talkatora, Lucknow, India",pm25,135.6,61.3,6.7,17.3,2.2,4.0,20.9,54.3,0.7,2026-03-19 15:30:00,
2026-03-19 10:00:00,13.013582,80.22441,,125,11279,"Velachery Res. Area, Chennai, Chennai, India",pm25,125.0,40.4,2.2,5.3,2.0,,25.4,78.8,0.37,2026-03-19 15:30:00,
2026-03-19 10:00:00,18.483194,73.809359,,83,11898,"Nerul, Navi Mumbai, India",pm25,83.2,50.3,7.8,21.8,7.7,7.3,24.6,71.1,0.65,2026-03-19 15:30:00,
2026-03-19 10:00:00,10.524873,76.189119,,62,13693,"Corporation Ground, Thrissur, India",pm25,62.5,65.9,13.2,2.8,0.2,1.9,24.8,99.5,0.88,2026-03-19 15:30:00,
2026-03-19 10:00:00,21.154924,79.078932,,101,12444,"Opp GPO Civil Lines, Nagpur, India",pm25,100.9,52.5,8.9,2.5,0.6,0.3,21.5,76.3,1.1,2026-03-19 15:30:00,
2026-03-19 10:00:00,20.00601,73.781441,,77,11283,"Gangapur Road, Nashik, India",pm10,70.6,77.3,13.9,2.0,1.9,5.1,18.2,72.7,1.39,2026-03-19 15:30:00,
